Recipient County,Recipient State,Funder State,Funding Type1,Impact Area,Topic,Recipient Zipcode,Award Amount,Number of Records
St. Clair County,IL,IL,State Government,Basic Needs,Housing Security,62205,"$57,093",1
Madison County,IL,IL,State Government,Foster Learning,Child Welfare,62025,"$405,506",1
St. Clair County,IL,IL,State Government,Foster Learning,Child Welfare,62220,"$667,500",1
St. Clair County,IL,IL,State Government,Foster Learning,Child Welfare,62220,"$534,300",1
St. Clair County,IL,IL,State Government,Foster Learning,Child Welfare,62205,"$80,691",1
Calhoun County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62047,"$57,089",1
Clinton County,IL,IL,State Government,Foster Learning,Early Childhood Education,62230,"$72,865",1
Clinton County,IL,IL,State Government,Foster Learning,Early Childhood Education,62293,"$137,390",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62230,"$58,410",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62230,"$53,802",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62230,"$53,738",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62230,"$51,364",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62231,"$113,946",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62231,"$155,707",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62293,"$125,055",1
Clinton County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62293,"$164,874",1
Greene County,IL,IL,State Government,Foster Learning,Early Childhood Education,62044,"$86,400",1
Greene County,IL,IL,State Government,Foster Learning,Early Childhood Education,62092,"$242,037",1
Greene County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62016,"$59,437",1
Greene County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62016,"$71,512",1
Greene County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62092,"$87,296",1
Greene County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62092,"$155,155",1
Jersey County,IL,IL,State Government,Foster Learning,Early Childhood Education,62052,"$573,839",1
Jersey County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62052,"$251,981",1
Jersey County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62052,"$261,053",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62012,"$113,125",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62014,"$74,243",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62033,"$75,000",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62069,"$88,068",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62674,"$115,972",1
Macoupin County,IL,IL,State Government,Foster Learning,Early Childhood Education,62088,"$180,914",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62012,"$147,123",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62012,"$109,411",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62014,"$63,591",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62626,"$144,587",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62626,"$183,678",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62033,"$132,268",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62033,"$53,806",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62640,"$140,283",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62674,"$58,509",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62088,"$117,202",1
Macoupin County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62088,"$58,314",1
Madison County,IL,DC,State Government,Foster Learning,K12 Education and out of school time,62084,"$434,322",1
Madison County,IL,DC,State Government,Foster Learning,K12 Education and out of school time,62084,"$92,401",1
Madison County,IL,DC,State Government,Foster Learning,K12 Education and out of school time,62090,"$151,271",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62010,"$134,380",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62234,"$433,472",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62024,"$715,243",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62025,"$471,771",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62040,"$734,598",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62249,"$184,605",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62060,"$352,824",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62294,"$244,022",1
Madison County,IL,IL,State Government,Foster Learning,Early Childhood Education,62095,"$157,572",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62010,"$243,610",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62010,"$322,764",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62234,"$667,785",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62234,"$1,018,439",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62024,"$81,093",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62024,"$121,903",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62025,"$918,018",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62025,"$1,135,976",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62040,"$657,862",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62040,"$620,007",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62249,"$365,359",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62249,"$584,222",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62060,"$82,012",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62060,"$115,761",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62084,"$186,886",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62084,"$229,161",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62294,"$341,016",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62294,"$481,911",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62095,"$74,199",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62095,"$82,733",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62095,"$75,306",1
Madison County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62095,"$106,033",1
Monroe County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62236,"$182,151",1
Monroe County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62236,"$166,920",1
Monroe County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62298,"$248,452",1
Monroe County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62298,"$291,844",1
Randolph County,IL,DC,State Government,Foster Learning,K12 Education and out of school time,62233,"$127,184",1
Randolph County,IL,IL,State Government,Foster Learning,Early Childhood Education,62233,"$145,510",1
Randolph County,IL,IL,State Government,Foster Learning,Early Childhood Education,62286,"$165,308",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62233,"$94,265",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62278,"$93,747",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62278,"$107,970",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62286,"$129,674",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62286,"$117,710",1
Randolph County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62288,"$55,319",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62220,"$570,413",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62221,"$129,500",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62223,"$316,624",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62226,"$76,941",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62239,"$202,792",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62201,"$3,181,251",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62208,"$74,485",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62208,"$178,617",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62059,"$66,745",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62257,"$129,486",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62258,"$157,314",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62269,"$67,256",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62269,"$117,871",1
St. Clair County,IL,IL,State Government,Foster Learning,Early Childhood Education,62269,"$73,871",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$103,321",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$152,095",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$402,569",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$636,522",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$477,259",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62220,"$597,471",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62221,"$126,324",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62221,"$218,615",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62223,"$82,183",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62223,"$120,283",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62223,"$50,759",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62226,"$62,004",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62226,"$74,426",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62226,"$81,888",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62239,"$108,686",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62239,"$141,564",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62201,"$901,250",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62201,"$1,104,913",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62206,"$543,324",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62206,"$907,843",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62208,"$60,432",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62208,"$142,703",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62208,"$71,981",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62208,"$72,325",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62243,"$75,120",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62243,"$79,713",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62243,"$59,122",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62243,"$64,795",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62254,"$60,831",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62254,"$102,045",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62257,"$60,366",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62257,"$72,901",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62258,"$330,229",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62258,"$405,975",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62260,"$75,775",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62260,"$115,573",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62264,"$50,469",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$62,343",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$91,834",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$328,054",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$537,993",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$227,379",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$243,524",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$56,106",1
St. Clair County,IL,IL,State Government,Foster Learning,K12 Education and out of school time,62269,"$69,401",1
Calhoun County,IL,IL,State Government,Improve Health,Physical Health,62047,"$63,201",1
Clinton County,IL,IL,State Government,Improve Health,Physical Health,62231,"$56,329",1
Clinton County,IL,IL,State Government,Improve Health,Physical Health,62231,"$67,230",1
Greene County,IL,IL,State Government,Improve Health,Physical Health,62016,"$63,201",1
Jersey County,IL,IL,State Government,Improve Health,Physical Health,62052,"$50,319",1
Jersey County,IL,IL,State Government,Improve Health,Physical Health,62052,"$63,201",1
Macoupin County,IL,IL,State Government,Improve Health,Behavioral Health and Substance Abuse,62626,"$91,255",1
Macoupin County,IL,IL,State Government,Improve Health,Physical Health,62626,"$125,359",1
Macoupin County,IL,IL,State Government,Improve Health,Physical Health,62626,"$162,265",1
Madison County,IL,IL,State Government,Improve Health,Physical Health,62025,"$184,125",1
Madison County,IL,IL,State Government,Improve Health,Physical Health,62040,"$99,471",1
Madison County,IL,IL,State Government,Improve Health,Physical Health,62040,"$90,443",1
Madison County,IL,IL,State Government,Improve Health,Physical Health,62040,"$484,388",1
Monroe County,IL,IL,State Government,Improve Health,Physical Health,62298,"$63,201",1
Randolph County,IL,IL,State Government,Improve Health,Behavioral Health and Substance Abuse,62233,"$62,196",1
Randolph County,IL,IL,State Government,Improve Health,Physical Health,62233,"$63,201",1
Randolph County,IL,IL,State Government,Improve Health,Physical Health,62233,"$58,916",1
St. Clair County,IL,IL,State Government,Improve Health,Behavioral Health and Substance Abuse,62203,"$99,796",1
St. Clair County,IL,IL,State Government,Improve Health,Behavioral Health and Substance Abuse,62205,"$102,306",1
St. Clair County,IL,IL,State Government,Improve Health,Physical Health,62220,"$285,095",1
St. Clair County,IL,IL,State Government,Improve Health,Physical Health,62220,"$265,557",1
St. Clair County,IL,IL,State Government,Improve Health,Physical Health,62226,"$60,619",1
St. Clair County,IL,IL,State Government,Improve Health,Physical Health,62205,"$436,230",1
St. Clair County,IL,IL,State Government,Improve Health,Physical Health,62205,"$365,178",1
Madison County,IL,IL,State Government,Strengthen Communities,Built Environment,62095,"$68,600",1
St. Clair County,IL,IL,State Government,Strengthen Communities,Aging & Senior Support,62226,"$1,263,424",1
St. Clair County,IL,IL,State Government,Strengthen Communities,Aging & Senior Support,62226,"$3,445,562",1
St. Clair County,IL,IL,State Government,Strengthen Communities,Built Environment,62205,"$79,000",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62204,"$50,000",1
Madison County,IL,,Local Philanthropy,Strengthen Communities,Built Environment,62025,"$63,548",1
St. Clair County,IL,MO,Local Philanthropy,Strengthen Communities,Built Environment,62220,"$88,860",1
Madison County,IL,CA,National Philanthropy,Other,Faith,62025,"$58,500",1
Madison County,IL,MA,National Philanthropy,Other,Animals & Environment,62035,"$57,000",1
Madison County,IL,MA,National Philanthropy,Other,Animals & Environment,62035,"$57,000",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62002,"$50,000",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62002,"$50,000",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62234,"$58,875",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62234,"$58,875",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62249,"$173,600",1
Madison County,IL,MA,National Philanthropy,Other,Faith,62249,"$173,600",1
St. Clair County,IL,CA,National Philanthropy,Other,Faith,62201,"$78,300",1
St. Clair County,IL,MA,National Philanthropy,Other,Faith,62223,"$177,450",1
St. Clair County,IL,MA,National Philanthropy,Other,Faith,62223,"$177,450",1
St. Clair County,IL,MA,National Philanthropy,Other,Faith,62208,"$51,400",1
Madison County,IL,MA,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62035,"$68,150",1
Madison County,IL,MA,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62035,"$68,150",1
Jersey County,IL,MO,Local Philanthropy,Foster Learning,Post secondary Education,62028,"$350,000",1
Jersey County,IL,RI,Local Philanthropy,Foster Learning,Post secondary Education,62028,"$145,537",1
Madison County,IL,MO,Local Philanthropy,Other,Faith,62025,"$100,000",1
Monroe County,IL,IL,Local Philanthropy,Other,Faith,62236,"$50,000",1
St. Clair County,IL,,Local Philanthropy,Other,Faith,62201,"$100,000",1
Madison County,IL,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,62234,"$50,000",1
Macoupin County,IL,AR,National Philanthropy,Foster Learning,Post secondary Education,62626,"$50,000",1
Madison County,IL,WI,National Philanthropy,Foster Learning,Post secondary Education,62025,"$87,750",1
Madison County,IL,FL,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62035,"$55,327",1
Madison County,IL,IL,National Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62035,"$249,000",1
Clinton County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62230,"$206,438",1
St. Clair County,IL,IL,National Philanthropy,Basic Needs,Crisis Intervention,62222,"$76,767",1
Madison County,IL,IN,National Philanthropy,Foster Learning,Post secondary Education,62025,"$278,266",1
St. Clair County,IL,DC,Federal Government,Foster Learning,Child Welfare,62223,"$1,871,505",1
St. Clair County,IL,DC,Federal Government,Foster Learning,Child Welfare,62223,"$27,503",1
St. Clair County,IL,IL,Local Government,Improve Health,Behavioral Health and Substance Abuse,62221,"$325,518",1
Madison County,IL,IL,National Philanthropy,Foster Learning,Post secondary Education,62025,"$50,000",1
Madison County,IL,IL,Local Philanthropy,Basic Needs,Crisis Intervention,62002,"$100,000",1
Madison County,IL,IL,Local Philanthropy,Foster Learning,K12 Education and out of school time,62002,"$113,542",1
Madison County,IL,IL,Local Philanthropy,Other,Uncategorizable,62095,"$104,086",1
Clinton County,IL,NJ,National Philanthropy,Other,Faith,62265,"$63,342",1
Madison County,IL,MO,Local Philanthropy,Basic Needs,Crisis Intervention,62002,"$71,250",1
Madison County,IL,MO,Local Philanthropy,Basic Needs,Food Security,62002,"$62,465",1
Madison County,IL,MO,Local Philanthropy,Basic Needs,Food Security,62234,"$6,846",1
St. Clair County,IL,MO,Local Philanthropy,Basic Needs,Housing Security,62203,"$157,606",1
St. Clair County,IL,MO,Local Philanthropy,Basic Needs,Housing Security,62203,"$354,637",1
St. Clair County,IL,MO,Local Philanthropy,Basic Needs,Housing Security,62204,"$90,795",1
Madison County,IL,IL,Local Philanthropy,Basic Needs,Crisis Intervention,62002,"$136,992",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,Child Welfare,62040,"$181,802",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,Child Welfare,62040,"$466,022",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,Early Childhood Education,62095,"$87,233",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62002,"$112,156",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62010,"$70,823",1
Madison County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62034,"$229,553",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,Child Welfare,62220,"$146,517",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,Child Welfare,62220,"$75,486",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,Child Welfare,62226,"$142,813",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,Early Childhood Education,62205,"$419,882",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62223,"$101,837",1
St. Clair County,IL,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,62258,"$135,588",1
Madison County,IL,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,62040,"$63,948",1
St. Clair County,IL,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,62223,"$91,290",1
Clinton County,IL,IL,Local Philanthropy,Improve Health,Physical Health,62230,"$168,698",1
Madison County,IL,MO,Local Philanthropy,Other,Uncategorizable,62002,"$361,839",1
Madison County,IL,MO,Local Philanthropy,Other,Uncategorizable,62002,"$227,090",1
Madison County,IL,MO,Local Philanthropy,Other,Uncategorizable,62040,"$100,682",1
Macoupin County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62626,"$55,834",1
Madison County,IL,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,62002,"$131,098",1
Monroe County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62298,"$217,667",1
St. Clair County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62221,"$100,474",1
St. Clair County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62223,"$89,045",1
St. Clair County,IL,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,62208,"$217,940",1
St. Clair County,IL,IL,National Philanthropy,Improve Health,Access to healthcare,62269,"$412,706",1
,,MO,Local Government,Basic Needs,Housing Security,,"$78,000",1
St. Louis County,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63128,"$125,000",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63042,"$705,202",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63119,"$108,940",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63146,"$246,198",1
St. Louis County,MO,MO,Local Philanthropy,Other,Fundraising,63114,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$1,140,150",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63017,"$1,633,540",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63017,"$512,596",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63025,"$1,651,810",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63025,"$371,347",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$4,729,249",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$1,770,360",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63042,"$4,665,773",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63042,"$2,307,080",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63074,"$1,265,812",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63074,"$607,077",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63136,"$234,639",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63105,"$181,311",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63114,"$2,068,535",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63114,"$755,013",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63119,"$312,179",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63119,"$79,685",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63121,"$1,554,750",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63121,"$694,065",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63121,"$138,596",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63122,"$354,500",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63122,"$128,125",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63123,"$371,827",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63123,"$113,496",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63123,"$473,549",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63123,"$139,148",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63124,"$246,101",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63125,"$1,346,112",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63125,"$320,213",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63126,"$506,557",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63126,"$155,162",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63130,"$996,912",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63130,"$403,404",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63131,"$349,863",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63131,"$193,665",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63136,"$1,165,120",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63136,"$528,953",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63137,"$2,487,601",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63137,"$1,289,666",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63143,"$236,820",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63143,"$131,427",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63144,"$87,409",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63088,"$171,368",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63088,"$62,448",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63088,"$297,201",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63042,"$117,495",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63126,"$144,654",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63136,"$240,547",1
Warren County,MO,DC,Federal Government,Basic Needs,Food Security,63383,"$956,384",1
Warren County,MO,DC,Federal Government,Basic Needs,Food Security,63390,"$62,991",1
Warren County,MO,DC,Federal Government,Basic Needs,Food Security,63390,"$345,681",1
Warren County,MO,DC,Federal Government,Basic Needs,Food Security,63390,"$125,254",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Transportation,63112,"$138,909",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63044,"$340,209",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63044,"$926,946",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63025,"$58,025",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$123,093",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$77,574",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$73,639",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$52,141",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63033,"$59,639",1
