Recipient County,Recipient State,Funder State,Funding Type1,Impact Area,Topic,Recipient Zipcode,Award Amount,Number of Records
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63113,"$75,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63141,"$452,192",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63025,"$500,399",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63141,"$310,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Access to healthcare,63043,"$65,000",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$248,277",1
St. Louis City,MO,MO,Local Philanthropy,Improve Health,Physical Health,63112,"$1,780,001",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63119,"$560,730",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63132,"$289,384",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63144,"$160,770",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63043,"$131,320",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63105,"$276,993",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63121,"$129,442",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63141,"$250,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Animals & Environment,63132,"$171,003",1
St. Louis County,MO,MO,Local Philanthropy,Other,Arts & Culture,63119,"$115,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Faith,63124,"$57,900",1
St. Louis City,MO,CA,Local Philanthropy,Other,Research,63112,"$150,000",1
St. Louis City,MO,MO,Local Philanthropy,Other,Research,63112,"$1,780,001",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,63146,"$142,879",1
Warren County,MO,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,63383,"$85,839",1
St. Louis City,MO,CO,National Philanthropy,Financial Stability,Financial Education,63112,"$96,324",1
St. Louis City,MO,AZ,National Philanthropy,Foster Learning,Post secondary Education,63112,"$73,000",1
St. Louis City,MO,MD,National Philanthropy,Foster Learning,Post secondary Education,63112,"$1,000,000",1
St. Louis City,MO,NY,National Philanthropy,Foster Learning,Post secondary Education,63112,"$61,000",1
St. Louis City,MO,NY,National Philanthropy,Foster Learning,Post secondary Education,63112,"$60,275",1
St. Louis City,MO,CA,National Philanthropy,Other,Research,63112,"$65,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$250,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$150,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$150,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$150,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$50,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$300,000",1
St. Louis City,MO,MA,National Philanthropy,Other,Research,63112,"$300,000",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$100,000",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$300,000",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$300,000",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$300,000",1
St. Louis City,MO,MD,National Philanthropy,Other,Research,63112,"$299,912",1
St. Louis City,MO,NY,National Philanthropy,Other,Research,63112,"$141,883",1
St. Louis City,MO,PA,National Philanthropy,Other,Research,63112,"$495,453",1
St. Louis City,MO,PA,National Philanthropy,Other,Research,63112,"$235,000",1
St. Louis County,MO,MN,National Philanthropy,Other,Faith,63105,"$700,000",1
St. Louis County,MO,DC,National Philanthropy,Strengthen Communities,Disaster Preparedness & Response,63132,"$110,777",1
St. Louis County,MO,GA,National Philanthropy,Strengthen Communities,Built Environment,63119,"$169,000",1
St. Louis County,MO,CA,National Philanthropy,Strengthen Communities,,63141,"$150,000",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63125,"$637,660",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63125,"$254,479",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63125,"$51,074",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63125,"$510,076",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63125,"$95,428",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63125,"$426,163",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63011,"$896,365",1
St. Louis County,MO,MO,Local Government,Strengthen Communities,Services for Individuals with Disabilities,63011,"$127,077",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$100,000",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63125,"$92,303",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63125,"$5,655,936",1
St. Louis County,MO,MO,State Government,Foster Learning,Early Childhood Education,63125,"$220,744",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$3,461,061",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63122,"$52,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$1,010,940",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Behavioral Health and Substance Abuse,63141,"$52,500",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63132,"$50,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63141,"$134,595",1
St. Louis City,MO,MO,Local Philanthropy,Other,Uncategorizable,63108,"$102,279",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Disaster Preparedness & Response,63132,"$62,500",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63131,"$100,000",1
St. Louis City,MO,MO,Local Philanthropy,Strengthen Communities,Built Environment,63101,"$62,500",1
St. Louis City,MO,FL,National Philanthropy,Foster Learning,Post secondary Education,63112,"$216,531",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63117,"$464,200",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63117,"$464,200",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$86,722",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$51,500",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$56,370",1
St. Louis County,MO,MA,National Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$56,370",1
St. Louis County,MO,MN,National Philanthropy,Improve Health,Physical Health,63021,"$154,214",1
St. Louis County,MO,MA,National Philanthropy,Other,Faith,63011,"$399,710",1
St. Louis County,MO,MA,National Philanthropy,Other,Uncategorizable,63121,"$52,750",1
St. Louis County,MO,MO,Local Philanthropy,Basic Needs,Housing Security,63114,"$60,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$135,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$220,000",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$450,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$282,473",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63124,"$400,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Improve Health,Physical Health,63043,"$250,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Faith,63119,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Other,Uncategorizable,63121,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Aging & Senior Support,63146,"$140,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Built Environment,63121,"$2,992,707",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Built Environment,63121,"$942,694",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63119,"$100,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$115,000",1
St. Louis County,MO,MO,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63146,"$53,200",1
St. Louis County,MO,RI,Local Philanthropy,Strengthen Communities,Services for Individuals with Disabilities,63132,"$51,822",1
St. Louis City,MO,IL,National Philanthropy,Foster Learning,Post secondary Education,63112,"$348,485",1
St. Louis City,MO,MA,National Philanthropy,Foster Learning,Post secondary Education,63112,"$335,000",1
St. Louis City,MO,MO,National Philanthropy,Foster Learning,Post secondary Education,63112,"$100,000",1
St. Louis City,MO,NE,National Philanthropy,Foster Learning,Post secondary Education,63112,"$365,933",1
St. Louis City,MO,RI,National Philanthropy,Foster Learning,Post secondary Education,63112,"$250,000",1
St. Louis City,MO,RI,National Philanthropy,Foster Learning,Post secondary Education,63112,"$1,049,800",1
St. Louis City,MO,RI,National Philanthropy,Foster Learning,Post secondary Education,63112,"$88,455",1
St. Louis County,MO,IL,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$90,367",1
St. Louis County,MO,IL,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$115,432",1
St. Louis County,MO,NV,National Philanthropy,Foster Learning,K12 Education and out of school time,63131,"$65,000",1
St. Louis County,MO,TX,National Philanthropy,Foster Learning,K12 Education and out of school time,63121,"$110,000",1
St. Louis County,MO,MO,National Philanthropy,Improve Health,Physical Health,63017,"$200,000",1
St. Louis County,MO,MO,National Philanthropy,Improve Health,Physical Health,63132,"$360,000",1
St. Louis County,MO,WI,National Philanthropy,Improve Health,Physical Health,63043,"$406,644",1
St. Louis County,MO,WI,National Philanthropy,Other,Animals & Environment,63132,"$200,000",1
St. Louis County,MO,WI,National Philanthropy,Other,Faith,63045,"$166,000",1
St. Louis County,MO,WI,National Philanthropy,Other,Faith,63141,"$200,000",1
St. Louis County,MO,WI,National Philanthropy,Other,Faith,63105,"$91,757",1
St. Louis County,MO,WI,National Philanthropy,Other,Uncategorizable,63132,"$67,500",1
Warren County,MO,,National Philanthropy,Other,Faith,63383,"$91,928",1
St. Louis County,MO,PA,National Philanthropy,Strengthen Communities,Aging & Senior Support,63144,"$61,386",1
St. Louis County,MO,WI,National Philanthropy,Strengthen Communities,Aging & Senior Support,63136,"$67,500",1
St. Louis County,MO,WI,National Philanthropy,Strengthen Communities,Aging & Senior Support,63146,"$130,000",1
St. Louis County,MO,MO,Local Philanthropy,Basic Needs,Food Security,63044,"$472,534",1
St. Louis City,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63101,"$140,043",1
St. Louis City,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63101,"$123,924",1
Warren County,MO,MO,Local Philanthropy,Basic Needs,Crisis Intervention,63383,"$132,297",1
St. Louis County,MO,MO,Local Philanthropy,Financial Stability,Jobs,63124,"$70,000",1
St. Louis County,MO,MO,Local Philanthropy,Financial Stability,Jobs,63132,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Financial Stability,Jobs,63146,"$202,012",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Post secondary Education,63112,"$1,036,890",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63031,"$390,036",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63105,"$128,607",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63119,"$353,723",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63119,"$683,683",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63119,"$627,898",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63121,"$102,127",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63130,"$560,369",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63132,"$523,909",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63132,"$692,164",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Child Welfare,63144,"$315,785",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63119,"$247,831",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63119,"$164,722",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63125,"$268,722",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63130,"$169,237",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63146,"$868,299",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63121,"$359,278",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$51,135",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$52,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63141,"$125,000",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63143,"$371,419",1
St. Louis County,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63146,"$497,638",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,Early Childhood Education,63103,"$714,671",1
St. Louis City,MO,MO,Local Philanthropy,Foster Learning,K12 Education and out of school time,63106,"$390,106",1
